rank,score,company_name,coman_status,segment,city,state,website,sales_usd,employees_total,ownership_type,best_contact_from_hoovers,n_contacts,n_with_email,sweep_key_person,rationale,outreach_status,mergent_email,mergent_phone
1231,4,Santa Monica Seafood Company,unclassified food/bev mfr,,Rancho Dominguez,California,http://www.santamonicaseafood.com,1.4203926E8,750,Private,Roger O'brien — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1232,4,Sargento Foods Inc.,unclassified food/bev mfr,,Plymouth,Wisconsin,http://www.sargento.com,3.8997733E8,2100,Private,Sheila Thiel — Business Process Owner Offer To Cash,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1233,4,Sartori Company,unclassified food/bev mfr,,Plymouth,Wisconsin,http://www.sartoricheese.com,1.552757E8,657,Private,Mark Schwechel — chief financial officer controller,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1234,4,Sartori Nutrition Company,unclassified food/bev mfr,,Willows,California,http://www.rumianocheese.com,2.2491262E7,150,Private,Joe Baird — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1235,4,"Sauer Brands, Inc.",unclassified food/bev mfr,,Richmond,Virginia,http://www.sauers.com,5.9599109E8,860,Private,Tom Lee Csto — Principal,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1236,4,"Schreiber Foods, Inc.",unclassified food/bev mfr,,Green Bay,Wisconsin,http://www.schreiberfoods.com,1.682358E9,5500,Private,"Ron Dunford — President, Chief Executive Officer",3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; large,not contacted,,
1237,4,"Schwabe North America, Incorporated",unclassified food/bev mfr,,Green Bay,Wisconsin,http://www.naturesway.com,9.07435E7,902,Private,Mike Devereux — CHIEF EXECUTIVE OFFICER,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1238,4,Schwan's Company,unclassified food/bev mfr,,Marshall,Minnesota,http://www.schwanscompany.com,2.0361536E9,14570,Private,"Gregory Flack — President, Chief Executive Officer, Chief Operating Officer",3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; large,not contacted,,
1239,4,Schwebel Baking Company,unclassified food/bev mfr,,Youngstown,Ohio,http://www.schwebels.com,7.1652946E7,1290,Private,Steve Cooper — President Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1240,4,"See's Candies, Inc.",unclassified food/bev mfr,,San Francisco,California,http://www.sees.com,8.0953423E7,2500,Private,Courtney Cohen — Senior Vice President Sales And Customer Experience,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1241,4,Sierra Nevada Brewing Co.,unclassified food/bev mfr,,Chico,California,http://www.sierranevada.com,3.0E8,1100,Private,Pryce Greenow — President Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1242,4,"Simmons Prepared Foods, Inc.",unclassified food/bev mfr,,Siloam Springs,Arkansas,http://www.simmonspreparedfoods.com,4.8241074E8,3863,Private,Johnny Bullington — President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1243,4,"Simply Delicious, Inc.",unclassified food/bev mfr,,Loveland,Colorado,http://www.eatbobos.com,6.8961296E7,550,Private,Tj McIntyre — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1244,4,"So-Pak-Co, Inc.",unclassified food/bev mfr,,Mullins,South Carolina,http://www.sopakco.com,1.143484E8,600,Private,David Dubose — Vice President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1245,4,"Solae, LLC",unclassified food/bev mfr,,Saint Louis,Missouri,,4.5883255E8,1600,Private,Mindi McKibbin — Principal Scientist Beverage Innovation,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1246,4,"Southeast Milk, Inc.",unclassified food/bev mfr,,Belleview,Florida,http://www.southeastmilk.org,4.1632282E7,109,Nonprofit,JOE WRIGHT — President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1247,4,"Southern Classic Food Group, LLC",unclassified food/bev mfr,,Brundidge,Alabama,http://www.southernclassicfood.com,3.8392445E7,187,Private,Ash Reddy — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1248,4,"Southern Glazer's Wine and Spirits of Texas, LLC",unclassified food/bev mfr,,Farmers Branch,Texas,http://www.glazers.com,3.6837558E8,6000,Private,Matt Metz — President Central Region,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1249,4,Southern Minnesota Beet Sugar Cooperative,unclassified food/bev mfr,,Renville,Minnesota,http://www.smbsc.com,9.2527092E7,610,Nonprofit,Luke Rust — Chief Operating Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1250,4,"Southwest Iowa Renewable Energy, LLC",unclassified food/bev mfr,,Council Bluffs,Iowa,http://www.sireethanol.com,3.87125E8,60,Public,"Michael Jerke — President, Chief Executive Officer, General Manager",3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1251,4,Spice Chain Corporation,unclassified food/bev mfr,,East Brunswick,New Jersey,http://www.spicechain.com,2.2189938E7,175,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
1252,4,"Stahlbush Island Farms, Inc.",unclassified food/bev mfr,,Corvallis,Oregon,http://www.stahlbush.com,8.151432E7,1000,Private,William Chambers — President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1253,4,"Stampede Culinary Partners, Inc.",unclassified food/bev mfr,,Bridgeview,Illinois,http://www.stampedeculinarypartners.com,2.3418129E8,800,Private,Vito Tamburello — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1254,4,"Star Kay White, Inc.",unclassified food/bev mfr,,Congers,New York,http://www.starkaywhite.com,3.3645153E7,65,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,
1255,4,Stateside Brands LLC,unclassified food/bev mfr,,Philadelphia,Pennsylvania,http://www.statesidevodka.com,6.8938385E7,279,Private,Matthew Quigley — President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1256,4,"Stewart & Jasper Marketing, Inc.",unclassified food/bev mfr,,Newman,California,http://www.stewartandjasper.com,2.4950874E7,350,Private,Jason Jasper — Vice President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1257,4,Stratas Foods LLC,unclassified food/bev mfr,,Cordova,Tennessee,http://www.stratasfoods.com,5.4477502E8,1000,Private,Gary Harmon — President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1258,4,Sugar Creek Packing Co.,unclassified food/bev mfr,,Washington Court House,Ohio,http://www.sugarcreek.com,7.0E8,2055,Private,Michael Richardson — Chief Executive Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; large,not contacted,,
1259,4,"Summit Hill Foods, Inc.",unclassified food/bev mfr,,Rome,Georgia,http://www.shfoods.com,8.5325409E7,215,Private,Peter Hjort — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1260,4,"Sun Basket, Inc.",unclassified food/bev mfr,,San Francisco,California,http://www.sunbasket.com,8.8522705E7,435,Private,Brady Onishi — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1261,4,"Sunrise Growers, Inc.",unclassified food/bev mfr,,Minneapolis,Minnesota,http://www.naturestouchfrozenfoods.com,3.6526173E7,350,Private,Joe McCarthy — Vice President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1262,4,Sunsweet Growers Inc.,unclassified food/bev mfr,,Yuba City,California,http://www.sunsweet.com,4.0119379E8,700,Private,Brad Schuler — President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1263,4,Suntory Global Spirits Inc.,unclassified food/bev mfr,,New York,New York,http://www.beamsuntory.com,3.9125059E9,3400,Private,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; large; Northeast,not contacted,,
1264,4,"Sutter Home Winery, Inc.",unclassified food/bev mfr,,Saint Helena,California,http://www.sutterhome.com,1.8810712E8,625,Private,Bob Torkelson — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1265,4,"Sweet Street Desserts, Inc.",unclassified food/bev mfr,,Reading,Pennsylvania,http://www.sweetstreet.com,1.0268609E8,700,Private,Bill Orban — Vice President Finance,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1266,4,TC Heartland LLC,unclassified food/bev mfr,,Carmel,Indiana,http://www.heartlandfpg.com,2.8890475E8,1046,Private,Teodor Gelov — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1267,4,"TTF SUB WI, INC.",unclassified food/bev mfr,,Glenview,Illinois,http://www.klements.com,3.0060879E7,355,Private,Tom Klement — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1268,4,"TYSON FRESH MEATS, INC.",unclassified food/bev mfr,,Springdale,Arkansas,http://www.tysonfreshmeats.com,2.5216082E9,41000,Private,Steve Bobo — Principal,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; large,not contacted,,
1269,4,"Talking Rain Beverage Company, Inc.",unclassified food/bev mfr,,Preston,Washington,http://www.talkingrain.com,1.6430634E8,565,Private,Ken Sylvia — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1270,4,"Taylor Farms Florida, Inc.",unclassified food/bev mfr,,Orlando,Florida,http://www.taylorfarms.com,4.0552738E7,480,Private,Bruce Taylor — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1271,4,Tecumseh Poultry LLC,unclassified food/bev mfr,,Waverly,Nebraska,http://www.smartchicken.com,3.9600311E7,303,Private,Scott Pavel — Vice President Of Sales Marketing,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1272,4,The American Bottling Company,unclassified food/bev mfr,,Frisco,Texas,http://www.keurigdrpepper.com,3.5972675E8,12500,Private,Jin Faller — Principal Sensory Scientist,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1273,4,"The Bama Companies, Inc.",unclassified food/bev mfr,,Tulsa,Oklahoma,http://www.bama.com,1.1837959E8,1150,Private,Paula Marshall — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1274,4,"The Boston Beer Company, Inc.",unclassified food/bev mfr,,Boston,Massachusetts,http://www.bostonbeer.com,1.964994E9,2736,Public,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; large; Northeast,not contacted,,
1275,4,The Coca-Cola Company,unclassified food/bev mfr,,Atlanta,Georgia,http://www.coca-colacompany.com,4.7941E10,69900,Public,Henrique Braun — Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; large,not contacted,,
1276,4,The ICEE Company,unclassified food/bev mfr,,La Vergne,Tennessee,http://www.icee.com,4.9345001E8,700,Private,Miguel O — Founder,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1277,4,The Laredo Coca-Cola Bottling Company,unclassified food/bev mfr,,Laredo,Texas,http://www.cocacolaswb.com,2.3543083E7,399,Private,Danny Trimmer — Vice President General Manager,2,0,,"co-man status UNKNOWN — needs website check; 2 contact(s), no email flag; mid-market size fit",not contacted,,
1278,4,"The Louisiana Coca-Cola Bottling Company, Ltd.",unclassified food/bev mfr,,New Orleans,Louisiana,http://www.cocacolaunited.com,2.7262894E7,1700,Private,Rona White — Vice President Human Resources,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1279,4,The Odom Corporation,unclassified food/bev mfr,,Bellevue,Washington,http://www.odomcorp.com,4.4017703E8,1500,Private,John Steinman — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1280,4,Tillamook County Creamery Association,unclassified food/bev mfr,,Tillamook,Oregon,http://www.tillamook.com,1.8267276E8,1103,Private,Linda Pearce — Executive Vice President And Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1281,4,"Tip Top Poultry, Inc.",unclassified food/bev mfr,,Marietta,Georgia,http://www.tiptoppoultry.com,1.2480164E8,1500,Private,Brad Respess — President And Ceo,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1282,4,Tony Downs Foods Co.,unclassified food/bev mfr,,Madelia,Minnesota,http://www.downsfoodgroup.com,9.9145287E7,350,Private,Dick Downs — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1283,4,"Tootsie Roll Industries, Inc.",unclassified food/bev mfr,,Chicago,Illinois,http://www.tootsie.com,7.3252399E8,2100,Public,"Ellen Gordon — Chairman of the Board, Chief Executive Officer",3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; large,not contacted,,
1284,4,"Toufayan Bakery of Plant City, Inc.",unclassified food/bev mfr,,Plant City,Florida,http://www.toufayan.com,2.1906244E7,87,Private,Harry Toufayan — President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1285,4,"Transhumance Holding Company, Inc.",unclassified food/bev mfr,,Sacramento,California,,8.5419518E7,400,Private,Seth Robinson — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1286,4,Treasury Wine Estates Americas Company,unclassified food/bev mfr,,Napa,California,http://www.treasurywineestates.com,4.984321E8,1300,Private,Tim Ford — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1287,4,"Tree Top, Inc.",unclassified food/bev mfr,,Selah,Washington,http://www.treetop.com,3.2677515E8,1100,Private,Jacki Fischer — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1288,4,"TreeHouse Private Brands, Inc.",unclassified food/bev mfr,,Oak Brook,Illinois,http://treehousefoods2023rb.q4web.com,2.5662356E9,5880,Private,Kristy Waterman — Executive Vice President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; large,not contacted,,
1289,4,Trident Seafoods Corporation,unclassified food/bev mfr,,Seattle,Washington,http://www.tridentseafoods.com,1.8519448E9,9000,Private,Terry Sabol — Chief Financial Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; large,not contacted,,
1290,4,"Triumph Foods, LLC",unclassified food/bev mfr,,Saint Joseph,Missouri,http://www.triumphfoods.com,9.0389877E7,2800,Private,Josh Kleinlein — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1291,4,Turkey Hill LLC,unclassified food/bev mfr,,Conestoga,Pennsylvania,http://www.turkeyhill.com,2.6574576000000003E8,900,Partnership,Tim Hopkins — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1292,4,"Twin City Foods, Inc.",unclassified food/bev mfr,,Stanwood,Washington,http://www.twincityfoods.com,2.2516809E8,800,Private,Lynn Erskine — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1293,4,"Tyson Foods, Inc.",unclassified food/bev mfr,,Springdale,Arkansas,http://www.tysonfoods.com,5.4441E10,133000,Public,"Donnie King — President, Chief Executive Officer, Director",3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; large,not contacted,,
1294,4,"United Animal Health, Inc.",unclassified food/bev mfr,,Sheridan,Indiana,http://www.jbsunited.com,7.8602081E7,539,Private,Trent Torrance — Chief Operating Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1295,4,"United Dairy, Inc.",unclassified food/bev mfr,,Martins Ferry,Ohio,http://www.drinkunited.com,8.0920715E7,650,Private,James Carson — Vice President Of Sales And Marketing,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1296,4,United Dairymen of Arizona,unclassified food/bev mfr,,Tempe,Arizona,http://www.uda.coop,8.2706741E7,502,Nonprofit,Paul Rovey — PRESIDENT,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1297,4,United General Bakery Inc.,unclassified food/bev mfr,,Mesa,Arizona,http://www.ucbakery.com,2.6415268E7,400,Private,Frank Alexander — Vice President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1298,4,"Valley Proteins (DE), LLC",unclassified food/bev mfr,,Winchester,Virginia,http://www.darlingii.com,4.7850693E8,1933,Private,Tina Brown — Principal,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1299,4,"Vegetable Juices, LLC",unclassified food/bev mfr,,Bedford Park,Illinois,http://www.vegetablejuices.com,2.2332413E7,90,Private,Mark Witowski — Vice President National Sales,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1300,4,"Vista International Packaging, LLC",unclassified food/bev mfr,,Kenosha,Wisconsin,,2.3079205E7,120,Private,Paul Schulz — Vice President,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1301,4,"Vita Food Products, Inc.",unclassified food/bev mfr,,Chicago,Illinois,http://www.vitafoodproducts.com,2.0703218E7,130,Private,Clifford Bolen — President And Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1302,4,WK Kellogg Co,unclassified food/bev mfr,,Battle Creek,Michigan,http://www.wkkf.org,2.708E9,3280,Private,Avery Knoll — President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; large,not contacted,,
1303,4,"WM. B. Reily & Company, Inc.",unclassified food/bev mfr,,New Orleans,Louisiana,http://www.reilyproducts.com,3.58534E8,1454,Private,W Reily — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1304,4,"WM. Bolthouse Farms, Inc.",unclassified food/bev mfr,,Bakersfield,California,http://www.bolthouse.com,4.6932333E8,2775,Private,Ryan Cassil — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1305,4,"Watkins Holdings, LLC",unclassified food/bev mfr,,Winona,Minnesota,http://www.watkins1868.com,4.3159992E7,260,Private,John Rigley — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1306,4,Wawona Frozen Foods,unclassified food/bev mfr,,Clovis,California,http://www.wawona.com,4.1953503E8,2200,Private,Pierette Reid — Principal,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1307,4,"Wells Enterprises, Inc.",unclassified food/bev mfr,,Le Mars,Iowa,http://www.wellsenterprisesinc.com,3.4231207E8,2800,Private,Andrew Black — Co Owner,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1308,4,Weston Foods US Holdings LLC,unclassified food/bev mfr,,Brownsburg,Indiana,,2.2125345E7,2424,Private,Robert Goold — Vice President Of Operations,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1309,4,Westrock Coffee Company,unclassified food/bev mfr,,Little Rock,Arkansas,http://www.westrockcoffee.com,1.188952E9,1393,Public,"Joe Ford — Chairman of the Board, Co-Founder",3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1310,4,"Westward Seafoods, Inc.",unclassified food/bev mfr,,Bellevue,Washington,http://www.westwardseafoods.com,7.6926735E7,204,Private,Mark Johahnson — Vice President Accounting,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1311,4,"Whitfield Foods, Inc.",unclassified food/bev mfr,,Montgomery,Alabama,http://www.fillandrefill.com,2.4686621E7,125,Private,Kenneth Love Chp — Principal,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1312,4,"Wholestone Farms Cooperative, Inc.",unclassified food/bev mfr,,Fremont,Nebraska,http://www.wholestonefarms.com,5.0E8,1500,Private,Kevin Still — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1313,4,"Wild Flavors, Inc.",unclassified food/bev mfr,,Erlanger,Kentucky,http://www.adm.com,2.7834808E8,450,Private,Darus Detherage — Principal,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1314,4,"Willamette Valley Vineyards, Inc.",unclassified food/bev mfr,,Turner,Oregon,http://www.wvv.com,3.7197121E7,299,Public,Michael Osborn — Chief Executive Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1315,4,"Wilson Creek Winery & Vineyards, Inc.",unclassified food/bev mfr,,Temecula,California,http://www.wilsoncreekwinery.com,2.419241E7,110,Private,Craig Johns — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1316,4,"Winland Foods, Inc.",unclassified food/bev mfr,,Oak Brook,Illinois,http://www.winlandfoods.com,6.8608649E8,2621,Private,David Barta — Chief Financial Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; large,not contacted,,
1317,4,"Wis - Pak, Inc.",unclassified food/bev mfr,,Watertown,Wisconsin,http://www.wis-pak.com,2.3846411E8,700,Private,Gina Raine — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1318,4,"Wise Foods, Inc.",unclassified food/bev mfr,,Berwick,Pennsylvania,http://www.wisesnacks.com,2.9792722E8,906,Private,Gerald Montanino — Independent Business Owner,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1319,4,"Wrigley Manufacturing Company, LLC",unclassified food/bev mfr,,Chicago,Illinois,http://www.mars.com,9.1975433E7,2000,Private,Igor Saveliev — Principal,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1320,4,Zausner Foods Corp.,unclassified food/bev mfr,,New Holland,Pennsylvania,http://www.afpllc.com,3.5380609E8,800,Private,Desigalony Olivea — Chief Financial Officer,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1321,4,"Zentis North America, LLC",unclassified food/bev mfr,,Philadelphia,Pennsylvania,http://www.zentis.de,8.7637917E7,300,Private,Nico Stobinski — President Ceo,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1322,3,"10 Barrel Brewing, LLC",unclassified food/bev mfr,,Bend,Oregon,http://www.10barrel.com,2.7993692E7,250,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1323,3,"AB-Tex Beverage, Ltd.",unclassified food/bev mfr,,Abilene,Texas,http://www.mypages.com,2.3679108E7,450,Partnership,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1324,3,AFP Advanced Food Products LLC,unclassified food/bev mfr,,New Holland,Pennsylvania,http://www.afpllc.com,1.7543039E8,600,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1325,3,"Abarta, Inc.",unclassified food/bev mfr,,Pittsburgh,Pennsylvania,http://www.abarta.com,9.4627502E7,1800,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1326,3,"Advance Food Company, LLC",unclassified food/bev mfr,,Enid,Oklahoma,,5.5236355E7,653,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1327,3,"Agrana Fruit US, Inc.",unclassified food/bev mfr,,Brecksville,Ohio,http://us.agrana.com,2.3654213E8,246,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1328,3,Algood Food Company,unclassified food/bev mfr,,Louisville,Kentucky,http://www.algoodfood.com,9.9037163E7,350,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1329,3,"Alpha Baking Co., Inc.",unclassified food/bev mfr,,Chicago,Illinois,http://www.alphabaking.com,3.2359067E8,1000,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1330,3,"America's Catch, Inc.",unclassified food/bev mfr,,Itta Bena,Mississippi,http://www.catfish.com,2.3512796E7,375,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1331,3,"American Blanching Company, LLC",unclassified food/bev mfr,,Fitzgerald,Georgia,http://www.8ave.com,2.6041279E7,450,Private,,1,0,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,
1332,3,"Amick Farms, LLC",unclassified food/bev mfr,,Batesburg,South Carolina,http://www.amickfarms.com,4.6112125E8,1500,Private,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
1333,3,"Anheuser-Busch Companies, LLC",unclassified food/bev mfr,,Saint Louis,Missouri,http://www.anheuser-busch.com,3.9092039E9,30849,Private,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; large,not contacted,,
1334,3,"Aspen Enterprises, Ltd.",unclassified food/bev mfr,,San Antonio,Texas,http://www.finlays.net,2.3951281E7,112,Partnership,,3,0,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,
