rank,score,company_name,coman_status,segment,city,state,website,sales_usd,employees_total,ownership_type,best_contact_from_hoovers,n_contacts,n_with_email,sweep_key_person,rationale,outreach_status,mergent_email,mergent_phone
361,6,"FruitSmart, Inc.",unclassified food/bev mfr,,Prosser,Washington,http://www.fruitsmart.com,2.611372E7,200,Private,Scott Evenson — Principal,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
362,6,Frutarom USA Inc.,unclassified food/bev mfr,,Cincinnati,Ohio,,3.2667431E7,125,Private,James Chan — Vice President Of Business Development,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
363,6,"Fuchs North America, Inc.",unclassified food/bev mfr,,Hampstead,Maryland,http://www.fuchsna.com,3.1025274E7,185,Private,Christopher Angler — Chief Financial Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
364,6,"Fuji Food Products, Inc.",unclassified food/bev mfr,,Santa Fe Springs,California,http://www.fujifood.com,3.8100906E7,700,Private,Farrell Hirsch — Chief Executive Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
365,6,Full Sail Brewing Company,confirmed co-man (public sweep),beverage,Hood River,OR,https://fullsailbrewing.com/,,,,,0,0,Pat Tiernan (CEO),verified co-man (public sweep),not contacted,,
366,6,"Furman Foods, Inc.",unclassified food/bev mfr,,Northumberland,Pennsylvania,http://www.furmanos.com,3.641798E7,250,Private,Bill Lehman — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
367,6,Furst-Mcness Company,unclassified food/bev mfr,,Rockford,Illinois,http://www.mcness.com,3.4526221E8,219,Private,Matt Hartman — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
368,6,Future Meat Technologies Inc.,unclassified food/bev mfr,,Chicago,Illinois,http://www.believermeats.com,2.1684937E7,60,Private,Gustavo Burger — Chief Executive Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
369,6,G.P.De Silva Spices Incorporation,unclassified food/bev mfr,,Pico Rivera,California,http://www.cinnamononline.com,2.1180008E7,90,Private,Ravi De Silva — President And Ceo,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
370,6,"GEO. PFAU'S SONS COMPANY, INC.",unclassified food/bev mfr,,Jeffersonville,Indiana,http://www.pfauoil.com,2.3311836E7,50,Private,Norman Pfau — President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
371,6,"GFF, Inc.",unclassified food/bev mfr,,City OF Industry,California,http://www.girardsdressings.com,2.6414913E7,89,Private,Emanuel Marti — Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
372,6,GMB Specialty Foods,confirmed co-man (public sweep),wet-frozen-supplements,San Juan Capistrano,CA,https://www.gmbfoods.com,,~4-5,,,0,0,Greg Bloom (Founder & CEO),verified co-man (public sweep),not contacted,,
373,6,Galasso's Bakery,unclassified food/bev mfr,,Mira Loma,California,http://www.galassos.com,3.6043179E7,300,Private,Jeannette Galasso — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
374,6,Galliker Dairy Company,unclassified food/bev mfr,,Johnstown,Pennsylvania,http://www.gallikers.com,4.790192E7,365,Private,Charles Price — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
375,6,Galloway Company,unclassified food/bev mfr,,Neenah,Wisconsin,http://www.gallowaycompany.com,4.512463E7,95,Private,Kevin Beauchamp — President And Chief Executive Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
376,6,Geloso Beverage Group LLC,unclassified food/bev mfr,,Rochester,New York,http://www.gelosobeveragegroup.com,1.1E8,65,Private,,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
377,6,Genesee Brewery (FIFCO USA),confirmed co-man (public sweep),beverage,Rochester,NY,https://www.fifcousa.com/,,,,,0,0,,verified co-man (public sweep); Northeast,not contacted,,
378,6,"Gielow Pickles, Inc.",unclassified food/bev mfr,,Croswell,Michigan,http://www.gielowpickles.com,2.8183887E7,300,Private,Patti Gielow — Principal,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
379,6,Gold Coast Ingredients Inc.,unclassified food/bev mfr,,Commerce,California,http://www.goldcoastinc.com,2.0055298E7,53,Private,E Kwaku Mensah — Founder Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
380,6,"Gold Crust Baking Company, Inc.",unclassified food/bev mfr,,Landover,Maryland,http://www.goldcrust.com,2.1833368E7,110,Private,Bryan Gray — Vice President Of Transportation,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
381,6,Gold Star Chili Manufacturing (GSR Brands),confirmed co-man (public sweep),wet-frozen-supplements,Cincinnati,OH,https://www.goldstarchili.com,,,,,0,0,Roger David (President & CEO (GSR Brands)),verified co-man (public sweep),not contacted,,
382,6,"Gold Star Foods, Inc.",unclassified food/bev mfr,,Ontario,California,http://www.goldstarfoods.com,3.2925146E8,270,Private,Lisa Dodge — Executive Vice President Of Finance,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
383,6,"Golding Farms Foods, Inc.",unclassified food/bev mfr,,Winston Salem,North Carolina,http://www.goldingblends.com,1.2854741000000001E8,150,Private,Tom Clayton — Principal,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
384,6,"Goodman Food Products, Inc.",unclassified food/bev mfr,,Inglewood,California,http://www.donleefarms.com,4.9880566E7,256,Private,Donald Goodman — Chief Executive Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
385,6,Gordon Biersch Brewing Company,confirmed co-man (public sweep),beverage,San Jose,CA,https://gordonbiersch.com/,,,,,0,0,Dan Gordon (Co-founder & Majority Owner),verified co-man (public sweep),not contacted,,
386,6,"Gossner Foods, Inc.",unclassified food/bev mfr,,Logan,Utah,http://www.gossner.com,4.1750626E7,360,Private,Dolores Wheeler — Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
387,6,"Graceland Fruit, Inc.",unclassified food/bev mfr,,Frankfort,Michigan,http://www.gracelandfruit.com,2.7086826E7,180,Private,Dan Engler — Chief Operating Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
388,6,"Grain Craft, LLC",unclassified food/bev mfr,,Chattanooga,Tennessee,http://www.graincraft.com,8.7465234E8,596,Private,Pete Frederick — President Chief Executive Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
389,6,"Grassland Dairy Products, Inc.",unclassified food/bev mfr,,Greenwood,Wisconsin,http://www.grassland.com,1.3911417E8,200,Private,Trevor Wuethrich — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
390,6,Great Western Malting Co.,unclassified food/bev mfr,,Vancouver,Washington,http://www.greatwesternmalting.com,7.7369362E7,150,Private,Kimball Hunt — Principal,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
391,6,"Grecian Delight Foods, Inc.",unclassified food/bev mfr,,Elk Grove Village,Illinois,http://www.greciandelight.com,4.7628654E7,180,Private,Michael Lerch — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
392,6,"H. J. Heinz Company, L.P.",unclassified food/bev mfr,,Pittsburgh,Pennsylvania,http://www.heinz.com,4.3473358E7,225,Partnership,Marion Findlay — Principal,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
393,6,"Hagoth Enterprises, Inc.",unclassified food/bev mfr,,Pendleton,Oregon,http://www.smithfrozenfoods.com,2.1520847E7,307,Private,Gordon Smith — President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
394,6,Harrington Company,unclassified food/bev mfr,,Butte,Montana,http://www.harringtoncompany.com,2.2419952E7,170,Private,John Francis — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
395,6,Harris Ranch Beef Company,unclassified food/bev mfr,,Selma,California,http://www.harrisranchbeef.com,2.4149054E7,700,Private,Kyle Wilken — Chief Operating Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
396,6,Harrisburg Dairies Inc,unclassified food/bev mfr,,Harrisburg,Pennsylvania,http://www.harrisburgdairies.com,2.0882311E7,105,Private,Matt Zehring — Vice-President Operations,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
397,6,Hawaiian Host LLC,unclassified food/bev mfr,,Honolulu,Hawaii,http://www.hawaiianhost.com,4.7432335E7,414,Private,Keith Sakamoto — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
398,6,"Heartland Catfish Company, Inc.",unclassified food/bev mfr,,Itta Bena,Mississippi,http://www.heartlandcatfish.com,2.3883581E7,415,Private,Danny Walker — Chief Executive Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
399,6,"Heritage Distilling Company, Inc.",unclassified food/bev mfr,,Gig Harbor,Washington,http://www.heritagedistilling.com,3.4811592E7,185,Private,Michael Carrosino — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
400,6,Heritage Specialty Foods,confirmed co-man (public sweep),wet-frozen-supplements,Milwaukie,OR,https://heritagespecialtyfoods.com,,~38 (LeadIQ),,,0,0,"Shane Hendren (Co-owner, President & CEO)",verified co-man (public sweep),not contacted,,
401,6,Herman Seekamp Inc.,unclassified food/bev mfr,,Addison,Illinois,http://www.clydesdonuts.com,3.9139668E7,115,Private,Kent Bickford — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
402,6,Hermann Pickle Co. (Don Hermann & Sons),confirmed co-man (public sweep),wet-frozen-supplements,Garrettsville,OH,https://hermannpickles.com,,,,,0,0,Pat Viancourt (Co-owner),verified co-man (public sweep),not contacted,,
403,6,Hickory Harvest Foods,confirmed co-man (public sweep),snack-bakery,Akron,OH,https://www.hickoryharvest.com,"$23M (2026, per search aggregator)",51-250,,,0,0,Darlene Swiatkowski (CEO),verified co-man (public sweep),not contacted,,
404,6,"High Desert Milk, Inc.",unclassified food/bev mfr,,Burley,Idaho,http://www.highdesertmilk.com,2.467535E7,150,Nonprofit,Steven Tarbet — chief financial officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
405,6,"Holly Poultry, Inc.",unclassified food/bev mfr,,Baltimore,Maryland,http://www.hollypoultry.com,3.576807E7,195,Private,Mike Fine — President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
406,6,"Holmes Foods, Inc.",unclassified food/bev mfr,,Nixon,Texas,http://www.holmesfoods.com,2.3193169E7,275,Private,Phillip Morris — President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
407,6,"Holten Meat, LLC",unclassified food/bev mfr,,Sauget,Illinois,http://www.bih-us.com,2.3830324E7,90,Private,Rick Joyal — Vice President Of North American Sales,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
408,6,"Hoogwegt U.S., Inc.",unclassified food/bev mfr,,Lake Forest,Illinois,http://www.hoogwegt.com,2.7803074E7,62,Private,Jeramy Fisher — Chief Executive Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
409,6,"Hostess Brands, Inc.",unclassified food/bev mfr,,Orrville,Ohio,http://www.hostessbrands.com,1.358207E9,2000,Private,John Brase — chief operating officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
410,6,"Houdini, Inc.",unclassified food/bev mfr,,Fullerton,California,http://www.winecountrygiftbaskets.com,3.186277E7,260,Private,Dan Maguire — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
411,6,"House of Flavors, Inc.",unclassified food/bev mfr,,Ludington,Michigan,http://www.houseofflavors.com,2.7998062E7,267,Private,Dominic Garza — Chief Operating Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
412,6,"Hudsonville Creamery And Ice Cream Company, LLC",unclassified food/bev mfr,,Holland,Michigan,http://www.hudsonvilleicecream.com,2.6273043E7,145,Private,Tina Floyd — Chief Executive Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
413,6,IPMF LLC,unclassified food/bev mfr,,Janesville,Wisconsin,http://www.naturpak.com,5.0812149E7,85,Private,Iwona Marciniak — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
414,6,"Illes Food Ingredients, Ltd.",unclassified food/bev mfr,,Carrollton,Texas,http://www.illesfoods.com,2.4475977E7,92,Partnership,Greg Nystrom — Chief Financial Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
415,6,"Imperial, L.L.C.",unclassified food/bev mfr,,Tulsa,Oklahoma,http://www.imperialco.com,3.1468861E7,800,Private,Lance Whorton — President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
416,6,"Incobrasa Industries, Ltd.",unclassified food/bev mfr,,Gilman,Illinois,http://www.incobrasa.com,4.0070015E7,219,Private,Aluizio Ribeiro — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
417,6,"Indian Summer Cooperative, Inc.",unclassified food/bev mfr,,Ludington,Michigan,,2.5289555E7,400,Private,Sheila Brennan — Principal Helen Hansen Elementary,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
418,6,"Infinity Foods, Inc.",unclassified food/bev mfr,,Plover,Wisconsin,http://www.infinityfoods.com,3.7587673E7,200,Private,Mark Arend — President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
419,6,Ion Labs (HBI Ion Labs),confirmed co-man (public sweep),wet-frozen-supplements,Largo,FL,https://hbiionlabs.com,,"250+ staff (some ests. 500-1,000)",,,0,0,Clay Desjardine (CEO),verified co-man (public sweep),not contacted,,
420,6,"Iowa Premium, LLC",unclassified food/bev mfr,,Tama,Iowa,http://www.iowapremium.com,2.1681473E7,800,Private,Lucas Deppe — Vice President Sales And Marketing,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
421,6,"J & J Bagging, LLC",unclassified food/bev mfr,,Yazoo City,Mississippi,http://www.jandjbagging.com,4.6430565E7,75,Private,Joseph Mohamed — President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
422,6,J & J Snack Foods Corp. Of California,unclassified food/bev mfr,,Los Angeles,California,http://www.jjsnack.com,8.9674568E7,380,Private,Ken Plunk — Senior Vice President Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
423,6,"JBR, Inc.",unclassified food/bev mfr,,Lincoln,California,http://www.sfbaycoffee.com,2.0739561E7,230,Private,Ashley Rogers — Chief Executive Officer And CoFounder,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
424,6,"JSL Foods, Inc.",unclassified food/bev mfr,,Los Angeles,California,http://www.jslfoods.com,6.3255264E7,120,Private,Koji Kawana — Executive Vice President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
425,6,"Jack Daniel Distillery, Lem Motlow, Prop., Inc.",unclassified food/bev mfr,,Lynchburg,Tennessee,http://www.jackdaniels.com,4.5239162E7,365,Private,Donna Willis — Vice President Director Technical Services,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
426,6,"Jessie Lord Bakery, LLC",unclassified food/bev mfr,,Torrance,California,http://www.jessielordbakery.com,2.3277441E7,50,Private,Matthew Bennett — Owner,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
427,6,Johanna Beverage Company LLC,unclassified food/bev mfr,,Spokane,Washington,http://www.johannabeverage.com,2.4923424E7,65,Private,Robert Facchina — President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
428,6,"John Soules Acquisitions, LLC",unclassified food/bev mfr,,Gainesville,Georgia,,2.2692162E7,718,Private,John Soules — CoChief Executive Officer,6,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
429,6,"John Volpi & Company, Inc.",unclassified food/bev mfr,,Saint Louis,Missouri,http://www.volpifoods.com,2.359367E7,212,Private,Dale Rees — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
430,6,Jones Dairy Farm,unclassified food/bev mfr,,Fort Atkinson,Wisconsin,http://www.jonesdairyfarm.com,4.233379E7,350,Private,Ryan Robinson — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
431,6,"Jones Popcorn, Inc.",unclassified food/bev mfr,,New Albany,Indiana,http://www.clarksnacks.com,2.0E7,85,Private,Ryan Jones — President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
432,6,Juanita's Foods,unclassified food/bev mfr,,Wilmington,California,http://www.juanitas.com,4.495134E7,285,Private,Aaron De La Torre — Business Owner,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
433,6,"Kagome Foods, Inc.",unclassified food/bev mfr,,Osceola,Arkansas,http://www.kagomeusa.com,4.4121086E7,230,Private,James McGinnis — Vice President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
434,6,Kaiser Pickles,confirmed co-man (public sweep),wet-frozen-supplements,Cincinnati,OH,https://www.kaiserpickles.com,,~150,,,0,0,Kim Speed (President),verified co-man (public sweep),not contacted,,
435,6,"Karlsburger Foods, Inc.",unclassified food/bev mfr,,Monticello,Minnesota,http://www.karlsburger.com,2.5835438E7,82,Private,Michael Maher — Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
436,6,"Kate Farms, Inc.",unclassified food/bev mfr,,Goleta,California,http://www.katefarms.com,2.739916E7,123,Private,Tom Beecher — Chief Executive Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
437,6,Kaytee Products Incorporated,unclassified food/bev mfr,,Chilton,Wisconsin,http://www.kaytee.com,2.392536E7,500,Private,Steve Parker — Vice President Manufacturing,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
438,6,"Kent Quality Foods, Inc.",unclassified food/bev mfr,,Hudsonville,Michigan,http://www.kqf.com,2.3805561E7,145,Private,Mark Buggia — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
439,6,"Kewpie Americas, Inc.",unclassified food/bev mfr,,Irwindale,California,http://www.kewpieshop.com,4.855431E7,320,Private,Kuniaki Ishikaiwa — President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
440,6,"Kikkoman Foods, Inc.",unclassified food/bev mfr,,Walworth,Wisconsin,http://www.kikkomanusa.com,1.0038513E8,190,Private,KARL Keane — Vice President Finance,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
441,6,Kiolbassa Provision Company,unclassified food/bev mfr,,San Antonio,Texas,http://www.kiolbassa.com,2.4067389E7,260,Private,Bill Wagner — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
442,6,"Kodiak Cakes, LLC",unclassified food/bev mfr,,Park City,Utah,http://www.kodiakcakes.com,4.1726604E7,50,Private,Nick Simmons — Senior Vice President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
443,6,Kona Brewery LLC,unclassified food/bev mfr,,Kailua Kona,Hawaii,http://www.konabrewinghawaii.com,2.0032084E7,142,Private,Jennifer Busch — Principal,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
444,6,"Kormondy Enterprises, Inc.",unclassified food/bev mfr,,Owasso,Oklahoma,http://www.nationalsteak.com,2.4036013E7,325,Private,Dave Albright — Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
445,6,"Kowalski Companies, Inc.",unclassified food/bev mfr,,Detroit,Michigan,http://www.kowality.com,2.233708E7,182,Private,Brian Ochocki — Chief Financial Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
446,6,"Kreamer Feed, Inc.",unclassified food/bev mfr,,Kreamer,Pennsylvania,http://www.kreamerfeed.com,2.2340528E7,144,Private,Jason Robinson — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
447,6,"Kruger Foods, Inc.",unclassified food/bev mfr,,Stockton,California,http://www.krugerfoods.com,3.8573299E7,155,Private,Leslie Kruger — Chief Operating Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
448,6,"Kt's Kitchens, Inc.",unclassified food/bev mfr,,Carson,California,http://www.ktskitchens.com,2.0318384E7,250,Private,Jose Ruelas — Plant Manager,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
449,6,"Kunzler & Company, Inc.",unclassified food/bev mfr,,Hatfield,Pennsylvania,http://www.kunzler.com,2.3522535E7,500,Private,David Grazier — Vice President General Manager,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
450,6,LY Brothers Corporation,unclassified food/bev mfr,,Hayward,California,http://www.sugarbowlbakery.com,6.1152412E7,260,Private,Joel Feldman — Chief Executive Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
451,6,"La Tortilleria, LLC",unclassified food/bev mfr,,Winston Salem,North Carolina,http://www.purplecrow.com,4.6344688E7,190,Private,Nathaniel Calhoun — PRINCIPAL,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
452,6,"Lake Foods, Inc.",unclassified food/bev mfr,,Hartwell,Georgia,http://www.brakebush.com,2.0135044E7,675,Private,David Strawn — Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
453,6,Lakeview Farms,confirmed co-man (public sweep),wet-frozen-supplements,Delphos,OH,https://lakeviewfarms.com,,~500 (Delphos),,,0,0,Tom Davis (CEO),verified co-man (public sweep),not contacted,,
454,6,"Lala U.S., Inc.",unclassified food/bev mfr,,Dallas,Texas,http://www.lala-us.com,2.2955835E7,289,Private,Jorge Ramos — Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
455,6,"Laura Chenel's Chevre, Inc.",unclassified food/bev mfr,,Sonoma,California,http://www.laurachenel.com,2.3048237E7,68,Private,Pierre Girier — Chief Operating Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
456,6,Lavoi Corporation,unclassified food/bev mfr,,Atlanta,Georgia,http://www.epibreads.com,1.0431341E8,280,Private,Phil Jones — Chief Executive Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
457,6,"Lawrence Foods, Inc.",unclassified food/bev mfr,,Elk Grove Village,Illinois,http://www.lawrencefoods.com,5.0826832E7,250,Private,Paul Ferenchick — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
458,6,"Le Pafe, Inc.",unclassified food/bev mfr,,Montebello,California,http://www.lechef-mobile.com,2.5191587E7,170,Private,Simon Tam — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
459,6,Legacy Bakehouse,confirmed co-man (public sweep),snack-bakery,Waukesha,WI,https://legacybakehouse.com,,,,,0,0,Tim Jax (CEO),verified co-man (public sweep),not contacted,,
460,6,"Leon's Fine Foods, Inc.",unclassified food/bev mfr,,McKinney,Texas,http://www.texascuisine.com,2.185494E7,245,Private,Glenda Parrish — Executive Assistant President Owner,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
461,6,Leonard Holding Company,unclassified food/bev mfr,,San Antonio,Texas,http://www.leonardhc.com,1.0373917E8,260,Private,Kenneth Leonard — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
462,6,Let's Do Lunch,unclassified food/bev mfr,,Gardena,California,http://www.integratedfoodservice.com,2.2939344E7,300,Private,Jay Schumacher — Chief Operating Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
463,6,"Liberty Fruit Company, Inc.",unclassified food/bev mfr,,Kansas City,Kansas,http://www.libertyfruit.com,2.4045773E7,406,Private,Michael Logan — Chief Operating Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
464,6,"Lifeway Foods, Inc.",unclassified food/bev mfr,,Morton Grove,Illinois,http://www.lifewaykefir.com,2.12496E8,295,Public,"Julie Smolyansky — Chairman of the Board, President, Chief Executive Officer, Company Secretary",3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
465,6,Lindt & Sprungli (North America) Inc.,unclassified food/bev mfr,,Kansas City,Missouri,http://careers.lindtnorthamerica.com,6.0479588E7,62,Private,Jessica Haefele — Vice President Legal North America,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
